사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2023-09,7호선,2743,신대방삼거리,"329,531","304,811","90,639","93,459",2023-10-03 09:03:46
2023-09,7호선,2744,보라매,"162,437","165,188","31,212","33,062",2023-10-03 09:03:46
2023-09,7호선,2745,신풍,"244,444","225,535","72,356","71,087",2023-10-03 09:03:46
2023-09,7호선,2746,대림(구로구청),"227,646","229,350","42,026","41,117",2023-10-03 09:03:46
2023-09,7호선,2747,남구로,"349,956","365,058","61,297","61,924",2023-10-03 09:03:46
2023-09,7호선,2748,가산디지털단지,"1,004,540","1,006,764","86,759","82,562",2023-10-03 09:03:46
2023-09,7호선,2749,철산,"489,858","500,330","100,532","99,428",2023-10-03 09:03:46
2023-09,7호선,2750,광명사거리,"426,801","414,523","151,828","157,926",2023-10-03 09:03:46
2023-09,7호선,2751,천왕,"258,165","243,261","59,215","58,735",2023-10-03 09:03:46
2023-09,7호선,2752,온수(성공회대입구),"241,869","225,449","41,347","39,219",2023-10-03 09:03:46
2023-09,7호선,2760,굴포천,1,0,0,0,2023-10-03 09:03:46
2023-09,8호선,2811,암사,"409,495","352,610","106,710","104,751",2023-10-03 09:03:46
2023-09,8호선,2812,천호(풍납토성),"327,392","392,998","85,705","82,819",2023-10-03 09:03:46
2023-09,8호선,2813,강동구청,"217,328","222,367","65,396","65,438",2023-10-03 09:03:46
2023-09,8호선,2814,몽촌토성(평화의문),"154,491","156,520","34,688","33,700",2023-10-03 09:03:46
2023-09,8호선,2815,잠실(송파구청),"363,445","438,061","75,143","74,104",2023-10-03 09:03:46
2023-09,8호선,2816,석촌,"166,895","200,250","50,183","53,126",2023-10-03 09:03:46
2023-09,8호선,2817,송파,"195,550","189,629","63,437","62,511",2023-10-03 09:03:46
2023-09,8호선,2818,가락시장,"152,238","173,421","69,022","70,854",2023-10-03 09:03:46
2023-09,8호선,2819,문정,"481,642","501,480","58,277","57,677",2023-10-03 09:03:46
2023-09,8호선,2820,장지,"386,105","351,882","82,177","77,322",2023-10-03 09:03:46
2023-09,8호선,2821,복정,"223,953","186,296","40,095","35,715",2023-10-03 09:03:46
2023-09,8호선,2822,산성,"116,706","115,402","31,468","33,904",2023-10-03 09:03:46
2023-09,8호선,2823,남한산성입구(성남법원.검찰청),"320,985","288,145","74,795","70,683",2023-10-03 09:03:46
2023-09,8호선,2824,단대오거리,"265,871","251,926","72,436","70,102",2023-10-03 09:03:46
2023-09,8호선,2825,신흥,"102,478","107,272","40,839","43,142",2023-10-03 09:03:46
2023-09,8호선,2826,수진,"109,300","97,404","45,004","43,540",2023-10-03 09:03:46
2023-09,8호선,2827,모란,"86,058","71,493","56,654","44,641",2023-10-03 09:03:46
2023-09,8호선,2828,남위례,"157,209","160,775","30,978","30,268",2023-10-03 09:03:46
2023-09,9호선,4101,개화,"63,964","41,990","13,750","11,117",2023-10-03 09:03:46
2023-09,9호선,4102,김포공항,"184,536","280,534","18,684","24,238",2023-10-03 09:03:46
2023-09,9호선,4103,공항시장,"61,276","64,714","24,334","26,076",2023-10-03 09:03:46
2023-09,9호선,4104,신방화,"147,950","142,994","47,128","47,614",2023-10-03 09:03:46
2023-09,9호선,4105,마곡나루(서울식물원),"322,199","319,248","34,631","34,011",2023-10-03 09:03:46
2023-09,9호선,4106,양천향교,"225,802","227,168","47,382","46,923",2023-10-03 09:03:46
2023-09,9호선,4107,가양,"477,216","457,629","134,981","131,531",2023-10-03 09:03:46
2023-09,9호선,4108,증미,"169,815","160,320","36,580","36,833",2023-10-03 09:03:46
2023-09,9호선,4109,등촌,"241,081","226,654","83,476","83,304",2023-10-03 09:03:46
2023-09,9호선,4110,염창,"416,259","393,955","75,443","73,600",2023-10-03 09:03:46
2023-09,9호선,4111,신목동,"94,722","80,206","23,913","22,542",2023-10-03 09:03:46
2023-09,9호선,4112,선유도,"204,631","191,413","30,412","29,713",2023-10-03 09:03:46
2023-09,9호선,4113,당산,"472,250","470,681","68,181","63,858",2023-10-03 09:03:46
2023-09,9호선,4114,국회의사당,"406,788","430,284","59,723","54,302",2023-10-03 09:03:46
2023-09,9호선,4115,여의도,"731,462","706,051","49,824","46,357",2023-10-03 09:03:46
2023-09,9호선,4116,샛강,"140,538","139,922","28,892","28,296",2023-10-03 09:03:46
2023-09,9호선,4117,노량진,"653,287","635,445","90,779","90,796",2023-10-03 09:03:46
2023-09,9호선,4118,노들,"109,081","87,186","32,772","30,085",2023-10-03 09:03:46
2023-09,9호선,4119,흑석(중앙대입구),"224,117","224,497","55,319","55,671",2023-10-03 09:03:46
2023-09,9호선,4120,동작(현충원),"46,486","38,486","14,122","12,732",2023-10-03 09:03:46
2023-09,9호선,4121,구반포,"19,986","20,422","8,681","8,942",2023-10-03 09:03:46
2023-09,9호선,4122,신반포,"87,800","89,113","26,121","26,658",2023-10-03 09:03:46
2023-09,9호선,4123,고속터미널,"387,072","564,997","64,937","77,387",2023-10-03 09:03:46
2023-09,9호선,4124,사평,"87,273","82,897","23,495","23,596",2023-10-03 09:03:46
2023-09,9호선,4125,신논현,"805,038","788,446","52,727","51,173",2023-10-03 09:03:46
2023-09,공항철도 1호선,4201,서울역,"364,386","328,846","33,847","30,795",2023-10-03 09:03:46
2023-09,공항철도 1호선,4202,공덕,"69,341","95,119","8,847","10,157",2023-10-03 09:03:46
2023-09,공항철도 1호선,4203,홍대입구,"389,379","389,231","19,011","17,294",2023-10-03 09:03:46
2023-09,공항철도 1호선,4204,디지털미디어시티,"352,925","326,567","27,851","26,400",2023-10-03 09:03:46
2023-09,공항철도 1호선,4206,마곡나루(서울식물원),"265,124","253,009","16,149","15,893",2023-10-03 09:03:46
2023-09,공항철도 1호선,4207,김포공항,"287,535","155,597","23,530","14,834",2023-10-03 09:03:46
2023-09,공항철도 1호선,4208,계양,"328,414","306,604","35,993","33,752",2023-10-03 09:03:46
2023-09,공항철도 1호선,4209,검암,"178,071","179,943","18,360","18,547",2023-10-03 09:03:46
2023-09,공항철도 1호선,4210,청라국제도시,"187,213","177,497","14,961","14,828",2023-10-03 09:03:46
2023-09,공항철도 1호선,4211,운서,"233,770","245,914","31,021","31,229",2023-10-03 09:03:46
2023-09,공항철도 1호선,4212,공항화물청사,"50,863","54,052","10,126","9,947",2023-10-03 09:03:46
2023-09,공항철도 1호선,4213,인천공항1터미널,"366,125","355,282","35,215","33,235",2023-10-03 09:03:46
2023-09,공항철도 1호선,4215,인천공항2터미널,"174,927","153,367","17,462","15,555",2023-10-03 09:03:46
2023-09,공항철도 1호선,4217,영종,"96,934","98,775","22,055","22,090",2023-10-03 09:03:46
2023-09,9호선2~3단계,4126,언주,"273,352","274,749","31,067","30,336",2023-10-03 09:03:46
2023-09,9호선2~3단계,4127,선정릉,"233,770","249,644","26,843","27,556",2023-10-03 09:03:46
2023-09,9호선2~3단계,4128,삼성중앙,"178,616","185,184","27,151","26,580",2023-10-03 09:03:46
2023-09,9호선2~3단계,4129,봉은사,"511,029","533,163","55,167","52,804",2023-10-03 09:03:46
2023-09,9호선2~3단계,4130,종합운동장,"111,157","113,109","22,149","20,397",2023-10-03 09:03:46
2023-09,9호선2~3단계,4131,삼전,"168,645","156,157","38,379","37,672",2023-10-03 09:03:46
2023-09,9호선2~3단계,4132,석촌고분,"150,430","145,595","39,129","39,618",2023-10-03 09:03:46
2023-09,9호선2~3단계,4133,석촌,"221,448","195,526","39,377","34,572",2023-10-03 09:03:46
2023-09,9호선2~3단계,4134,송파나루,"120,128","130,743","28,979","30,263",2023-10-03 09:03:46
2023-09,9호선2~3단계,4135,한성백제,"67,990","59,718","18,350","16,430",2023-10-03 09:03:46
2023-09,9호선2~3단계,4136,올림픽공원(한국체대),"218,524","233,591","32,163","32,086",2023-10-03 09:03:46
2023-09,9호선2~3단계,4137,둔촌오륜,"25,388","22,976","6,927","7,473",2023-10-03 09:03:46
2023-09,9호선2~3단계,4138,중앙보훈병원,"241,095","206,085","79,793","78,008",2023-10-03 09:03:46
2023-09,우이신설선,4701,북한산우이,"62,417","55,672","35,988","37,257",2023-10-03 09:03:46
2023-09,우이신설선,4702,솔밭공원,"46,435","40,531","30,850","31,799",2023-10-03 09:03:46
2023-09,우이신설선,4703,4.19민주묘지,"71,169","70,368","38,776","34,816",2023-10-03 09:03:46
2023-09,우이신설선,4704,가오리,"72,637","69,557","51,925","52,855",2023-10-03 09:03:46
2023-09,우이신설선,4705,화계,"58,095","51,430","46,176","46,925",2023-10-03 09:03:46
2023-09,우이신설선,4706,삼양,"31,006","31,171","28,148","30,836",2023-10-03 09:03:46
2023-09,우이신설선,4707,삼양사거리,"37,782","37,141","37,150","36,819",2023-10-03 09:03:46
2023-09,우이신설선,4708,솔샘,"125,990","115,101","41,483","43,252",2023-10-03 09:03:46
2023-09,우이신설선,4709,북한산보국문,"142,242","131,486","44,408","43,373",2023-10-03 09:03:46
2023-09,우이신설선,4710,정릉,"95,391","82,724","47,203","43,911",2023-10-03 09:03:46
2023-09,우이신설선,4711,성신여대입구(돈암),"71,813","84,928","30,002","28,841",2023-10-03 09:03:46
2023-09,우이신설선,4712,보문,"30,806","31,088","15,898","15,109",2023-10-03 09:03:46
2023-09,우이신설선,4713,신설동,"34,064","33,928","29,659","27,428",2023-10-03 09:03:46
2023-09,신림선,4401,샛강,"58,898","70,324","13,953","13,406",2023-10-03 09:03:46
2023-09,신림선,4402,대방,"64,220","44,941","16,552","13,930",2023-10-03 09:03:46
2023-09,신림선,4403,서울지방병무청,"60,661","64,122","22,964","25,119",2023-10-03 09:03:46
2023-09,신림선,4404,보라매,"83,789","76,988","23,375","20,341",2023-10-03 09:03:46
2023-09,신림선,4405,보라매공원,"41,727","45,304","17,020","17,866",2023-10-03 09:03:46
2023-09,신림선,4406,보라매병원,"140,605","147,324","51,339","50,469",2023-10-03 09:03:46
2023-09,신림선,4407,당곡,"92,750","89,128","35,465","34,881",2023-10-03 09:03:46
2023-09,신림선,4408,신림,"33,090","48,438","15,394","18,942",2023-10-03 09:03:46
2023-09,신림선,4409,서원,"75,606","61,607","24,441","23,604",2023-10-03 09:03:46
2023-09,신림선,4410,서울대벤처타운,"204,469","181,133","62,122","61,696",2023-10-03 09:03:46
2023-09,신림선,4411,관악산(서울대),"60,579","63,755","34,840","35,563",2023-10-03 09:03:46
